Groupe	Nom vernac	Taxon	Coordx	Coordy	Année	famille	Site	Altitude
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573999	1138419	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573996	1138417	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573996	1138420	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573998	1138419	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573998	1138418	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573997	1138416	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573997	1138415	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573997	1138411	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573986	1138412	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573988	1138409	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573988	1138404	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573988	1138400	2016	Scheuchzeriaceae	LM	1442
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573988	1138398	2016	Scheuchzeriaceae	LM	1442
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573987	1138416	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573987	1138413	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573986	1138420	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573988	1138416	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573994	1138412	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573986	1138414	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573987	1138406	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573986	1138419	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573987	1138399	2016	Scheuchzeriaceae	LM	1442
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573986	1138422	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573986	1138421	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573986	1138410	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573989	1138403	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573985	1138423	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573992	1138422	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573992	1138420	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573992	1138401	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573990	1138422	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573990	1138420	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573989	1138420	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573988	1138411	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573989	1138401	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573986	1138405	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573989	1138397	2016	Scheuchzeriaceae	LM	1442
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573988	1138421	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573988	1138418	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573987	1138408	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573990	1138407	2016	Scheuchzeriaceae	LM	1443
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2573964	1138401	2017	Scheuchzeriaceae	LM	1442
Gefässpflanzen	Kleinfrüchtige Moosbeere	Vaccinium microcarpum (Rupr.) Schmalh.	2573973	1138439	2015	Ericaceae	LM	1443
Gefässpflanzen	Gemeine Moosbeere	Vaccinium oxycoccos L.	2573973	1138439	2015	Ericaceae	LM	1443
Gefässpflanzen	Graue Segge	Carex canescens L.	2573973	1138439	2015	Cyperaceae	LM	1443
Gefässpflanzen	Braune Segge	Carex nigra (L.) Reichard	2573945	1138413	2015	Cyperaceae	LM	1443
Gefässpflanzen	Schnabel-Segge	Carex rostrata Stokes	2573973	1138439	2015	Cyperaceae	LM	1443
Gefässpflanzen	Schmalblättriges Wollgras	Eriophorum angustifolium Honck.	2573945	1138413	2015	Cyperaceae	LM	1443
Gefässpflanzen	Flatter-Binse	Juncus effusus L.	2573945	1138413	2015	Juncaceae	LM	1443
Gefässpflanzen	Faden-Binse	Juncus filiformis L.	2573945	1138413	2015	Juncaceae	LM	1443
Gefässpflanzen	Schilf	Phragmites australis (Cav.) Steud.	2573945	1138413	2015	Poaceae	LM	1443
Gefässpflanzen	Schilf	Phragmites australis (Cav.) Steud.	2573973	1138439	2015	Poaceae	LM	1443
Gefässpflanzen	Blutwurz	Potentilla erecta (L.) Raeusch.	2573973	1138439	2015	Rosaceae	LM	1443
Gefässpflanzen	Fries' Scharfer Hahnenfuss	Ranunculus acris subsp. friesianus (Jord.) Syme	2573973	1138439	2015	Ranunculaceae	LM	1443
Gefässpflanzen	Krugpflanze	Sarracenia purpurea L.	2573976	1138402	2009	Sarraceniaceae	LM	1430
Gefässpflanzen	Krugpflanze	Sarracenia purpurea L.	2573976	1138402	2013	Sarraceniaceae	LM	1442
Gefässpflanzen	Krugpflanze	Sarracenia purpurea L.	2573975	1138401	2013	Sarraceniaceae	LM	1442
Gefässpflanzen	Krugpflanze	Sarracenia purpurea L.	2573976	1138402	2013	Sarraceniaceae	LM	1442
Gefässpflanzen	Krugpflanze	Sarracenia purpurea L.	2573976	1138397	2015	Sarraceniaceae	LM	1442
Gefässpflanzen	Krugpflanze	Sarracenia purpurea L.	2573973	1138439	2015	Sarraceniaceae	LM	1443
Gefässpflanzen	Krugpflanze	Sarracenia purpurea L.	2573986	1138409	2016	Sarraceniaceae	LM	1450
Gefässpflanzen	Krugpflanze	Sarracenia purpurea L.	2573953	1138429	2017	Sarraceniaceae	LM	1443
Gefässpflanzen	Waldbinse	Scirpus sylvaticus L.	2573973	1138439	2015	Cyperaceae	LM	1443
Gefässpflanzen	Kuckucks-Lichtnelke	Silene flos-cuculi (L.) Clairv.	2573973	1138439	2015	Caryophyllaceae	LM	1443
Gefässpflanzen	Rasen-Haarbinse	Trichophorum cespitosum (L.) Hartm.	2573973	1138439	2015	Cyperaceae	LM	1443
Gefässpflanzen	Gewöhnliche Rasen-Haarbinse	Trichophorum cespitosum (L.) Hartm. subsp. cespitosum	2573997	1138419	2017	Cyperaceae	LM	1443
Gefässpflanzen	Schlamm-Segge	Carex limosa L.	2560232	1148996	2017	Cyperaceae	LT	1233
Gefässpflanzen	Schlamm-Segge	Carex limosa L.	2560214	1149002	2019	Cyperaceae	LT	1232
Gefässpflanzen	Breitblättriger Sonnentau	Drosera ×obovata Mert. & W. D. J. Koch	2560227	1148999	2019	Droseraceae	LT	1232
Gefässpflanzen	Rundblättriger Sonnentau	Drosera rotundifolia L.	2560234	1148998	2019	Droseraceae	LT	1232
Gefässpflanzen	Weisse Schnabelbinse	Rhynchospora alba (L.) Vahl	2560218	1149001	2015	Cyperaceae	LT	1232
Gefässpflanzen	Weisse Schnabelbinse	Rhynchospora alba (L.) Vahl	2560235	1148994	2017	Cyperaceae	LT	1233
Gefässpflanzen	Weisse Schnabelbinse	Rhynchospora alba (L.) Vahl	2560227	1148998	2019	Cyperaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560230	1149010	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560230	1149009	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560229	1149009	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560229	1149008	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560229	1148997	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560228	1149008	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560228	1149007	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560227	1149006	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560227	1149005	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560227	1148998	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560226	1149005	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560225	1149013	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560225	1149012	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560229	1148996	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560233	1149008	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560233	1149002	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560233	1149001	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560233	1149000	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560232	1149012	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560232	1149008	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560232	1149004	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560232	1148994	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560231	1149004	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560233	1149011	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560219	1149006	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560225	1149005	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560231	1149011	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560231	1149007	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560234	1148994	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560233	1149007	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560232	1148995	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560239	1149008	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560212	1149007	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560238	1149008	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560234	1149001	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560239	1149001	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560239	1149002	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560239	1149003	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560239	1149004	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560222	1148999	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560239	1149007	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560215	1149002	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560240	1148997	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560240	1148999	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560240	1149000	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560240	1149001	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560240	1149004	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560240	1149012	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560240	1149019	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560239	1149006	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560219	1149005	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560224	1149005	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560224	1149004	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560223	1149006	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560223	1149005	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560223	1149000	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560222	1149005	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560222	1149004	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560214	1149004	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560220	1149006	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560214	1149006	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560217	1149005	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560217	1149004	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560217	1149001	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560216	1149006	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560216	1149003	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560216	1149002	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560225	1148999	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560222	1149003	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560258	1149020	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560251	1149022	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560234	1149006	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560255	1149020	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560237	1149015	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560256	1148994	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560256	1148995	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560256	1149006	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560256	1149013	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560256	1149022	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560256	1149023	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560257	1148994	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560257	1148995	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560254	1149032	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560257	1149031	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560254	1149028	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560258	1149021	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560258	1149022	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560258	1149025	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560258	1149029	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560259	1149027	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560260	1149015	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560260	1149016	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560260	1149017	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560260	1149026	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560260	1149029	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560261	1149016	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560261	1149017	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560257	1149020	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560253	1149008	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560252	1148995	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560252	1148996	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560252	1148999	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560252	1149002	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560252	1149005	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560252	1149006	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560252	1149009	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560252	1149012	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560252	1149026	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560253	1148993	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560253	1148994	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560253	1148995	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560255	1148997	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560253	1149007	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560262	1149027	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560253	1149012	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560253	1149023	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560253	1149024	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560253	1149027	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560253	1149028	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560254	1148996	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560254	1148997	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560254	1148998	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560254	1149001	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560254	1149019	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560254	1149020	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560254	1149021	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560253	1148996	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560273	1149024	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560269	1149016	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560269	1149020	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560269	1149021	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560269	1149026	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560269	1149028	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560269	1149030	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560270	1149010	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560270	1149011	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560271	1149024	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560271	1149026	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560271	1149036	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560272	1149025	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560261	1149018	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560272	1149028	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560269	1149005	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560273	1149028	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560273	1149029	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560274	1149027	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560274	1149029	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560274	1149030	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560218	1149001	2015	Scheuchzeriaceae	LT	1232
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560272	1149026	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560266	1149010	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560255	1149014	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560263	1149022	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560263	1149031	2015	Scheuchzeriaceae	LT	1233
Gefässpflanzen	Blumenbinse	Scheuchzeria palustris L.	2560264	1149003	2015	Scheuchzeriaceae	LT	1233
